Make,Model,Engine HP,highway MPG,MSRP,log_MSRP,Engine HP_scaled,highway MPG_scaled,log_MSRP_scaled,value_gap,Cluster,Segmen,Cluster_A,harga_per_hp,Baseline
Chrysler,Town and Country,283.0,25.0,34465.0,10.447728609841523,-0.09657323936333706,-0.35433758791809994,-0.38650125375928723,-0.3030322754879027,0,High Value,1,121.7844522968198,Low
Dodge,Avenger,173.0,29.0,22945.0,10.040898908359088,-0.9328914939119879,0.28698024188815374,-1.0030507551869752,-0.04049334740695976,1,Standard Value,2,132.63005780346822,Low
Dodge,Caliber,158.0,30.0,18675.0,9.834994556090829,-1.0469348922595312,0.44730969933971715,-1.3150983398893605,-0.12635655703001802,1,Standard Value,2,118.19620253164557,Low
Dodge,Challenger,375.0,23.0,37995.0,10.545236170010073,0.6028929371682618,-0.6749965028212268,-0.238728764709725,-0.5919841859046588,0,High Value,1,101.32,Low
Dodge,Charger,370.0,25.0,34342.5,10.444168051214678,0.5648784710524141,-0.35433758791809994,-0.391897272383753,-0.6986286480956352,0,High Value,1,92.81756756756756,Low
Dodge,Dakota,210.0,19.0,27880.0,10.235700732236957,-0.6515844446547144,-1.3163143326274804,-0.707829027394099,-0.003111552442794263,0,High Value,1,132.76190476190476,Low
Dodge,Dart,184.0,35.0,19995.0,9.903287532533462,-0.8492596684571228,1.2489569865975343,-1.2116004870450638,-0.34388327169850896,1,Standard Value,2,108.66847826086956,Low
Dodge,Durango,295.0,25.0,41145.0,10.624881996034176,-0.005338520685302426,-0.35433758791809994,-0.1180256937514765,-0.18661484204133671,0,High Value,1,139.47457627118644,Low
Dodge,Grand Caravan,283.0,25.0,27045.0,10.205294399033304,-0.09657323936333706,-0.35433758791809994,-0.7539097572637333,-0.5454664862961209,0,High Value,1,95.56537102473499,Low
Dodge,Journey,283.0,25.0,27495.0,10.22179581852967,-0.09657323936333706,-0.35433758791809994,-0.7289018929749161,-0.5289650667997563,0,High Value,1,97.15547703180212,Low
Dodge,Nitro,210.0,21.0,24940.0,10.12426831466115,-0.6515844446547144,-0.9956554177243536,-0.8767046066571149,-0.13975166873510148,0,High Value,1,118.76190476190476,Low
Dodge,Ram Pickup 1500,310.0,18.5,28795.0,10.267991767589194,0.10870487766224086,-1.396479061353262,-0.6588920356394166,-0.5341162710330227,0,High Value,1,92.88709677419355,Low
Dodge,SRT Viper,640.0,19.0,102390.0,11.536554097099938,2.6176596413081934,-1.3163143326274804,1.263611333558577,-0.33202624639371514,0,High Value,0,159.984375,Mid
Dodge,Viper,645.0,21.0,95895.0,11.471019549886936,2.655674107424041,-0.9956554177243536,1.1642938740337838,-0.43414998176411856,0,High Value,0,148.67441860465115,Mid
FIAT,124 Spider,160.0,35.0,27495.0,10.22179581852967,-1.031729105813192,1.2489569865975343,-0.7289018929749161,0.1790288133844573,1,Standard Value,2,171.84375,Mid
FIAT,500,101.0,34.0,20370.0,9.921867599817558,-1.4802998059801957,1.0886275291459708,-1.1834424366894478,0.5645388392582706,1,Standard Value,2,201.68316831683168,High
FIAT,500L,160.0,33.0,21880.0,9.99337395933065,-1.031729105813192,0.9282980716944074,-1.0750747089988242,-0.024185347098061527,1,Standard Value,2,136.75,Low
FIAT,500X,180.0,30.0,25135.0,10.132056360495403,-0.879671241349801,0.44730969933971715,-0.8649018406380458,-0.019950737897721282,1,Standard Value,2,139.63888888888889,Low
Ferrari,458 Italia,562.0,17.0,257412.0,12.458437077919331,2.024633969900968,-1.6369732475306074,2.6607229262661423,0.8051420066955721,2,Overpriced / Low Value,0,458.02846975088966,High
Ferrari,California,483.0,19.0,198190.0,12.196986491168916,1.4240054052705735,-1.3163143326274804,2.264495147611921,0.7400329433621877,2,Overpriced / Low Value,0,410.3312629399586,High
Ferrari,California T,553.0,23.0,198973.0,12.200929441904416,1.9562079308924423,-0.6749965028212268,2.270470680620617,0.49562187898403565,2,Overpriced / Low Value,0,359.80650994575046,High
Ferrari,FF,651.0,16.0,295000.0,12.59473402514672,2.7012914667630583,-1.7973027049821706,2.867280644527502,0.7390418471277886,2,Overpriced / Low Value,0,453.1490015360983,High
Ford,C-Max Hybrid,188.0,37.0,25645.0,10.152142893019061,-0.8188480955644446,1.569615901500661,-0.8344607455858765,-0.15168873641290048,1,Standard Value,2,136.4095744680851,Low
Ford,Crown Victoria,231.5,24.0,29905.0,10.305814408143789,-0.48812224035656904,-0.5146670453696633,-0.6015719085895957,-0.13857179048065582,0,High Value,1,129.1792656587473,Low
Ford,E-Series Van,225.0,16.0,29937.5,10.306900556518162,-0.5375410463071711,-1.7973027049821706,-0.5999258531608596,0.004996778626120246,0,High Value,1,133.05555555555554,Low
Ford,E-Series Wagon,255.0,15.0,33860.0,10.430019188623737,-0.30945424961208456,-1.957632162433734,-0.41333984195137935,-0.04233359028304129,0,High Value,1,132.7843137254902,Low
Ford,Edge,245.0,28.0,33785.0,10.427801794482674,-0.38548318184378005,0.1266507844365903,-0.4167002978059035,-0.1498926636486999,0,High Value,1,137.89795918367346,Low
Ford,Escape,178.0,30.0,27400.0,10.21833478806055,-0.8948770277961401,0.44730969933971715,-0.7341470768992594,0.08266879835397312,1,Standard Value,2,153.93258426966293,Mid
Ford,Escape Hybrid,177.0,29.0,32345.0,10.384245644679723,-0.9024799210193096,0.28698024188815374,-0.4827095452803744,0.26942304168615294,1,Standard Value,2,182.74011299435028,High
Ford,Expedition,365.0,20.0,58892.5,10.983486007013445,0.5268640049365663,-1.155984875175917,0.4254378817288483,-0.07639298872982181,0,High Value,1,161.34931506849315,Mid
Ford,Explorer,290.0,23.0,35775.0,10.48503255651477,-0.04335298680115019,-0.6749965028212268,-0.329967206124938,-0.27625573452677266,0,High Value,1,123.36206896551724,Low
Ford,Explorer Sport Trac,210.0,19.0,33065.0,10.40626084311129,-0.6515844446547144,-1.3163143326274804,-0.4493455613643654,0.1674485584315395,0,High Value,1,157.45238095238096,Mid
Ford,F-150,325.0,23.0,38817.5,10.56665221610011,0.22274827600978417,-0.6749965028212268,-0.20627279482539543,-0.3612811508419149,0,High Value,1,119.43846153846154,Low
Ford,Fiesta,120.0,35.0,16085.0,9.685704607464015,-1.3358448347399743,1.2489569865975343,-1.541346922671366,0.06367666431933117,1,Standard Value,2,134.04166666666666,Low
Ford,Flex,287.0,23.0,36190.0,10.49656574811856,-0.06616166647065885,-0.6749965028212268,-0.3124886800800715,-0.24951428790433994,0,High Value,1,126.09756097560975,Low
Ford,Focus,160.0,40.0,19765.0,9.89171856893613,-1.031729105813192,2.050604273855351,-1.2291332254660274,-0.21406768300033008,1,Standard Value,2,123.53125,Low
Ford,Focus RS,350.0,25.0,36120.0,10.494629692640487,0.412820606589023,-0.35433758791809994,-0.31542276782094286,-0.5668953207037042,0,High Value,1,103.2,Low
Ford,Focus ST,252.0,31.0,24425.0,10.103403417731034,-0.3322629292815932,0.6076391567912806,-0.908325311223982,-0.55330289077299,0,High Value,2,96.92460317460318,Low
Ford,Fusion,231.0,31.0,28115.0,10.244094088295796,-0.4919236869681538,0.6076391567912806,-0.6951089150853723,-0.2853568621458038,1,Standard Value,2,121.70995670995671,Low
Ford,Fusion Hybrid,188.0,41.0,26977.5,10.202795531477866,-0.8188480955644446,2.210933731306915,-0.7576967854473327,-0.15145149538709468,1,Standard Value,2,143.49734042553192,Mid
Ford,Mustang,310.0,27.5,32347.5,10.384322931002401,0.10870487766224086,0.0464860557108086,-0.4825924180314518,-0.5312197518440609,0,High Value,1,104.34677419354838,Low
Ford,Ranger,207.0,21.0,22290.0,10.011938288540932,-0.674393124324223,-0.9956554177243536,-1.0469405096588265,-0.2310379647147034,0,High Value,1,107.68115942028986,Low
Ford,Shelby GT350,526.0,21.0,57795.0,10.964674848113502,1.7509298138668643,-0.9956554177243536,0.39692961254698805,-0.6422162610904252,0,High Value,0,109.8764258555133,Low
Ford,Shelby GT500,662.0,24.0,55110.0,10.91710461223978,2.7849232922179237,-0.5146670453696633,0.32483702662253966,-1.0639241192591005,0,High Value,0,83.24773413897282,Low
Ford,Taurus,288.0,26.5,33015.0,10.404747571432418,-0.058558773247489294,-0.11384340174075482,-0.45163892120445,-0.3905329477326358,0,High Value,1,114.63541666666667,Low
Ford,Transit Connect,169.0,28.0,25185.0,10.134043563565792,-0.963303066804666,0.1266507844365903,-0.8618902388355736,0.09946757132016693,1,Standard Value,2,149.02366863905326,Mid
Ford,Transit Wagon,275.0,19.0,37575.0,10.53412082770683,-0.15739638514869347,-1.3163143326274804,-0.25557404107546206,-0.09907820219806673,0,High Value,1,136.63636363636363,Low
GMC,Acadia,281.0,23.5,40920.0,10.619398657694624,-0.11177902580967616,-0.5948317740954451,-0.12633568072413606,-0.10208397031754046,0,High Value,1,145.62277580071174,Mid
GMC,Acadia Limited,281.0,22.0,44850.0,10.711101163782413,-0.11177902580967616,-0.8353259602727902,0.012639261867503833,0.008524309807622643,0,High Value,1,159.6085409252669,Mid
GMC,Canyon,200.0,25.0,28867.5,10.270506314258327,-0.7276133768864099,-0.35433758791809994,-0.6550812457941295,0.027427232181199912,1,Standard Value,1,144.3375,Mid
GMC,Savana,285.0,17.0,34815.0,10.457832330215615,-0.08136745291699796,-1.6369732475306074,-0.3711890881614662,-0.20239719726489014,0,High Value,1,122.15789473684211,Low
GMC,Savana Cargo,285.0,17.0,32495.0,10.388872283820167,-0.08136745291699796,-1.6369732475306074,-0.4756978840252299,-0.2713572436603382,0,High Value,1,114.01754385964912,Low
GMC,Sierra 1500,285.0,22.0,39702.5,10.58919462399838,-0.08136745291699796,-0.8353259602727902,-0.17210982614338124,-0.1340541502733732,0,High Value,1,139.30701754385964,Low
GMC,Sierra 1500 Hybrid,332.0,23.0,45290.0,10.720863616235846,0.275968528571971,-0.6749965028212268,0.027434236695898045,-0.23823561218489075,0,High Value,1,136.4156626506024,Low
GMC,Terrain,182.0,31.0,30050.0,10.310651217279874,-0.8644654549034619,0.6076391567912806,-0.5942417351767701,0.12987972927383318,1,Standard Value,2,165.1098901098901,Mid
GMC,Yukon,355.0,22.0,58270.0,10.97285982147948,0.4508350727048707,-0.8353259602727902,0.4093339213513946,-0.07159887122270803,0,High Value,1,164.14084507042253,Mid
GMC,Yukon Hybrid,332.0,23.0,57940.0,10.967180530408093,0.275968528571971,-0.6749965028212268,0.4007269684525116,0.008081301987356682,0,High Value,1,174.51807228915663,High
GMC,Yukon XL,355.0,22.0,60970.0,11.018153620276298,0.4508350727048707,-0.8353259602727902,0.47797657198429067,-0.026305072425889975,0,High Value,1,171.74647887323943,Mid
Genesis,G80,311.0,25.0,43900.0,10.689692377847104,0.11630777088541042,-0.35433758791809994,-0.019805705268595774,-0.19905087573023117,0,High Value,1,141.15755627009645,Mid
HUMMER,H3,239.0,18.0,37162.5,10.5230823757906,-0.4311005411827974,-1.476643790079044,-0.27230279023189496,0.1076889468896347,0,High Value,1,155.49163179916317,Mid
HUMMER,H3T,239.0,18.0,35680.0,10.482373613207029,-0.4311005411827974,-1.476643790079044,-0.33399682875263426,0.06698018430606467,0,High Value,1,149.2887029288703,Mid
Honda,Accord,185.0,34.0,27190.0,10.210641315177503,-0.8416567752339532,1.0886275291459708,-0.74580651782259,-0.03185256431683925,1,Standard Value,2,146.97297297297297,Mid
Honda,Accord Crosstour,271.0,27.0,34180.0,10.439425213116973,-0.1878079580413717,-0.033678673014973105,-0.3990850328983787,-0.27317545154345524,0,High Value,1,126.12546125461255,Low
Honda,Accord Hybrid,196.0,45.0,32055.0,10.375239652315981,-0.7580249497790882,2.8522515611131682,-0.4963581065370706,-0.09036967439122101,1,Standard Value,2,163.54591836734693,Mid
Honda,Accord Plug-In Hybrid,196.0,46.0,39780.0,10.591144690352435,-0.7580249497790882,3.012581018564732,-0.16915450495133763,0.11293151428698245,1,Standard Value,2,202.9591836734694,High
Honda,CR-V,185.0,32.0,28295.0,10.250475730885316,-0.8416567752339532,0.767968614242844,-0.6854375500338007,0.033189550107474375,1,Standard Value,2,152.94594594594594,Mid
Honda,CR-Z,130.0,38.5,22315.0,10.01305918896542,-1.2598159025082787,1.810110087678006,-1.0452417875759759,0.22985419152515796,1,Standard Value,2,171.65384615384616,Mid
Honda,Civic,158.0,40.0,22300.0,10.012386799492118,-1.0469348922595312,2.050604273855351,-1.046260792316826,-0.07500280721122543,1,Standard Value,2,141.13924050632912,Mid
Honda,Crosstour,278.0,30.0,33427.5,10.417164108530105,-0.13458770547918483,0.44730969933971715,-0.43282168704199303,-0.37054556478261347,0,High Value,1,120.24280575539568,Low
Honda,Element,166.0,25.0,22935.0,10.040463007563206,-0.9861117464741748,-0.35433758791809994,-1.0037113618668552,0.06989354446618634,1,Standard Value,1,138.16265060240963,Low
Honda,Fit,130.0,37.5,18130.0,9.805378459425809,-1.2598159025082787,1.6497806302264428,-1.3599814680545752,0.03477731134379525,1,Standard Value,2,139.46153846153845,Low
Honda,HR-V,141.0,33.5,21765.0,9.988104398256008,-1.1761840770534135,1.008462800420189,-1.0830607170053075,0.14912530357844922,1,Standard Value,2,154.36170212765958,Mid
Honda,Insight,98.0,44.0,21232.5,9.963335402154904,-1.5031084856497043,2.691922103661605,-1.1205980751218685,0.5240673888461664,1,Standard Value,2,216.65816326530611,High
Honda,Odyssey,248.0,28.0,37375.0,10.5287840661879,-0.3626745021742714,0.1266507844365903,-0.26366189120475647,-0.06670997082327546,1,Standard Value,1,150.70564516129033,Mid
Honda,Pilot,280.0,26.0,36970.0,10.517889100523476,-0.11938191903284572,-0.19400813046653653,-0.2801731872679376,-0.2298891916645509,0,High Value,1,132.03571428571428,Low
Honda,Ridgeline,280.0,25.0,33547.5,10.420747432011362,-0.11938191903284572,-0.35433758791809994,-0.4273911683316516,-0.3144270108184166,0,High Value,1,119.8125,Low
Hyundai,Accent,137.0,37.5,15920.0,9.675394271496005,-1.2065956499460917,1.6497806302264428,-1.556972213739016,-0.17191058170540252,1,Standard Value,2,116.2043795620438,Low
Hyundai,Azera,293.0,28.0,36150.0,10.4954598897216,-0.020544307131641532,0.1266507844365903,-0.3141646060038933,-0.34389938314812873,0,High Value,1,123.37883959044369,Low
Hyundai,Elantra,147.0,37.0,20950.0,9.949941656908011,-1.1305667177143963,1.569615901500661,-1.140896266045811,0.005902187067334808,1,Standard Value,2,142.51700680272108,Mid
Hyundai,Elantra Coupe,148.0,37.0,19600.0,9.883335864325275,-1.1229638244912268,1.569615901500661,-1.2418371955291887,-0.07061899272940053,1,Standard Value,2,132.43243243243242,Low
Hyundai,Elantra GT,173.0,33.0,19300.0,9.867912187022208,-0.9328914939119879,0.9282980716944074,-1.265211743937863,-0.2638954661768391,1,Standard Value,2,111.5606936416185,Low
Hyundai,Elantra Touring,138.0,30.5,18095.0,9.803446198355902,-1.1989927567229222,0.5274744280654988,-1.3629098053783701,0.03373177823658402,1,Standard Value,2,131.1231884057971,Low
Hyundai,Equus,429.0,23.0,65000.0,11.082157933374816,1.0134491712194176,-0.6749965028212268,0.5749749651358215,-0.25181573855533834,0,High Value,1,151.5151515151515,Mid
Hyundai,Genesis,322.0,25.0,40875.0,10.6182983727321,0.1999395963402755,-0.35433758791809994,-0.12800316012055318,-0.32127986918443696,0,High Value,1,126.94099378881988,Low
Hyundai,Genesis Coupe,348.0,25.0,29500.0,10.292179440058462,0.3976148201426839,-0.35433758791809994,-0.6222356721849237,-0.7609643812248574,0,High Value,1,84.77011494252874,Low
Hyundai,Santa Fe,290.0,24.0,34725.0,10.455243964904083,-0.04335298680115019,-0.5146670453696633,-0.3751117499939784,-0.31864817549571,0,High Value,1,119.74137931034483,Low
Hyundai,Santa Fe Sport,264.0,26.5,31250.0,10.349806654652559,-0.24102821060355856,-0.11384340174075482,-0.5349017575341738,-0.3182185064500729,0,High Value,1,118.37121212121212,Low
Hyundai,Sonata,185.0,36.0,23725.0,10.074326772221049,-0.8416567752339532,1.4092864440490975,-0.95239090237194,-0.19337480598979084,1,Standard Value,2,128.24324324324326,Low
Hyundai,Sonata Hybrid,193.0,43.0,27750.0,10.231027154561334,-0.7808336294485968,2.5315926462100413,-0.7149118238941808,-0.18681596944838574,1,Standard Value,2,143.78238341968913,Mid
Hyundai,Tucson,175.0,28.0,25550.0,10.14843173380919,-0.9176857074656488,0.1266507844365903,-0.8400849990566216,0.06283263643046766,1,Standard Value,2,146.0,Mid
Hyundai,Veloster,201.0,33.0,21625.0,9.981651573505482,-0.7200104836632404,0.9282980716944074,-1.0928399584624562,-0.36955265278363925,1,Standard Value,2,107.58706467661692,Low
Hyundai,Veracruz,260.0,22.0,32220.0,10.380373692872555,-0.27143978349623676,-0.8353259602727902,-0.4885774795721994,-0.20860525419680798,0,High Value,1,123.92307692307692,Low
Infiniti,EX,297.0,24.0,37750.0,10.53876724439254,0.00986726576103668,-0.5146670453696633,-0.2485324069947631,-0.270007633353627,0,High Value,1,127.10437710437711,Low
Infiniti,EX35,297.0,23.5,35600.0,10.480129006333248,0.00986726576103668,-0.5948317740954451,-0.3373985254426445,-0.3223439467337954,0,High Value,1,119.86531986531986,Low
Infiniti,FX,325.0,21.0,46400.0,10.74507628970625,0.22274827600978417,-0.9956554177243536,0.0641284891116183,-0.15764937851927563,0,High Value,1,142.76923076923077,Mid
Infiniti,FX35,303.0,22.0,43575.0,10.68226181906351,0.055484625100053996,-0.8353259602727902,-0.031066700463046177,-0.13055661527668683,0,High Value,1,143.8118811881188,Mid
Infiniti,FX50,390.0,20.0,59000.0,10.985309671896763,0.716936335515805,-1.155984875175917,0.4282016417750884,-0.17145997849578976,0,High Value,1,151.28205128205127,Mid
Infiniti,G Convertible,325.0,25.0,50750.0,10.834686601143401,0.22274827600978417,-0.35433758791809994,0.19993271539606852,-0.11845446451512309,0,High Value,1,156.15384615384616,Mid
Infiniti,G Coupe,330.0,25.0,43350.0,10.677085049993375,0.26076274212563194,-0.35433758791809994,-0.03891208239452368,-0.29838490758629455,0,High Value,1,131.36363636363637,Low
Infiniti,G Sedan,328.0,27.0,37400.0,10.529452721013085,0.2455569556792928,-0.033678673014973105,-0.262648546314762,-0.4623342452159669,0,High Value,1,114.02439024390245,Low
Infiniti,G37 Convertible,325.0,25.0,46950.0,10.75685978366411,0.22274827600978417,-0.35433758791809994,0.08198634781348318,-0.1962812819944144,0,High Value,1,144.46153846153845,Mid
Infiniti,G37 Coupe,330.0,27.0,39150.0,10.575181243876902,0.26076274212563194,-0.033678673014973105,-0.19334707233197293,-0.4254964124192675,0,High Value,1,118.63636363636364,Low
Infiniti,G37 Sedan,328.0,26.0,36525.0,10.505779614751987,0.2455569556792928,-0.19400813046653653,-0.298525085833239,-0.4734035021188152,0,High Value,1,111.35670731707317,Low
Infiniti,JX,265.0,23.5,41950.0,10.6442575495135,-0.23342531738038902,-0.5948317740954451,-0.08866208584863057,0.00851457635625863,0,High Value,1,158.30188679245282,Mid
Infiniti,M,360.0,24.0,54225.0,10.900915777203222,0.4888495388207185,-0.5146670453696633,0.30030288338246885,-0.1892056890806213,0,High Value,1,150.625,Mid
Infiniti,M35,303.0,23.5,46875.0,10.755261096378494,0.055484625100053996,-0.5948317740954451,0.07956354081268181,-0.07646311199907885,0,High Value,1,154.7029702970297,Mid
Infiniti,M37,330.0,25.0,48125.0,10.78157785059498,0.26076274212563194,-0.35433758791809994,0.11944652288661992,-0.1938921069846895,0,High Value,1,145.83333333333334,Mid
Infiniti,M45,325.0,20.5,53400.0,10.885584751364705,0.22274827600978417,-1.0758201464501354,0.27706874806081094,-0.010838992181694707,0,High Value,1,164.30769230769232,Mid
Infiniti,M56,420.0,24.0,59700.0,10.997104049659168,0.9450231322108916,-0.5146670453696633,0.4460759948583632,-0.31846494585204965,0,High Value,1,142.14285714285714,Mid
Infiniti,Q40,328.0,26.0,34750.0,10.455963627557306,0.2455569556792928,-0.19400813046653653,-0.37402110285483386,-0.5232194893134956,0,High Value,1,105.9451219512195,Low
Infiniti,Q50,314.0,29.0,43775.0,10.686841000982222,0.13911645055491909,0.28698024188815374,-0.02412696052114872,-0.26635789237432483,0,High Value,1,139.4108280254777,Low
Infiniti,Q60 Convertible,325.0,26.0,53400.0,10.885584751364705,0.22274827600978417,-0.19400813046653653,0.27706874806081094,-0.08016016365206902,0,High Value,1,164.30769230769232,Mid
Infiniti,Q60 Coupe,330.0,27.0,45175.0,10.718321251352673,0.26076274212563194,-0.033678673014973105,0.023581288409537462,-0.2823564049434957,0,High Value,1,136.8939393939394,Low
Infiniti,Q70,360.0,24.0,55900.0,10.93133754807084,0.4888495388207185,-0.5146670453696633,0.3464070089972665,-0.15878391821300397,0,High Value,1,155.27777777777777,Mid
Infiniti,QX,400.0,20.0,62225.0,11.03852819781779,0.7929652677475006,-1.155984875175917,0.5088541986158586,-0.15526910150830808,0,High Value,1,155.5625,Mid
Infiniti,QX50,325.0,24.0,36050.0,10.492689881579409,0.22274827600978417,-0.5146670453696633,-0.31836254713944767,-0.4478473347208656,0,High Value,1,110.92307692307692,Low
Infiniti,QX56,360.0,19.0,58925.0,10.98403769838583,0.4888495388207185,-1.3163143326274804,0.4262739687680846,-0.04306452110676595,0,High Value,1,163.68055555555554,Mid
Infiniti,QX60,265.0,27.0,44650.0,10.706631982470423,-0.23342531738038902,-0.033678673014973105,0.005866227598725996,0.026775536559307866,1,Standard Value,1,168.49056603773585,Mid
Infiniti,QX70,325.0,23.0,46575.0,10.748840665985405,0.22274827600978417,-0.6749965028212268,0.069833392931675,-0.17909270095661967,0,High Value,1,143.30769230769232,Mid
Infiniti,QX80,400.0,20.0,65800.0,11.094390314766315,0.7929652677475006,-1.155984875175917,0.5935131117380001,-0.09940698455978314,0,High Value,1,164.5,Mid
Kia,Cadenza,293.0,28.0,37490.0,10.531856183153893,-0.020544307131641532,0.1266507844365903,-0.2590061048233564,-0.3075030897158353,0,High Value,1,127.95221843003414,Low
Kia,Forte,173.0,33.0,19940.0,9.900533192709691,-0.9328914939119879,0.9282980716944074,-1.215774682879144,-0.23127446048935596,1,Standard Value,2,115.26011560693641,Low
Kia,K900,420.0,23.0,54900.0,10.91328684226798,0.9450231322108916,-0.6749965028212268,0.319051204780863,-0.38967830388498825,0,High Value,1,130.71428571428572,Low
Kia,Optima,192.0,34.0,25790.0,10.157780872842554,-0.7884365226717663,1.0886275291459708,-0.8259163997906509,-0.1390301144696835,1,Standard Value,2,134.32291666666666,Low
Kia,Optima Hybrid,199.0,40.0,28492.5,10.257431270069345,-0.7352162701095795,2.050604273855351,-0.6748964459785975,-0.16737463972818567,1,Standard Value,2,143.178391959799,Mid
Kia,Rio,138.0,37.0,16990.0,9.740439071085758,-1.1989927567229222,1.569615901500661,-1.4583969656403777,-0.11120036986218373,1,Standard Value,2,123.1159420289855,Low
Kia,Sedona,276.0,24.0,32700.0,10.39516093745751,-0.14979349192552394,-0.5146670453696633,-0.4661674435224176,-0.3063659258734024,0,High Value,1,118.47826086956522,Low
Kia,Sorento,290.0,25.0,33000.0,10.404293143019792,-0.04335298680115019,-0.35433758791809994,-0.45232760644600944,-0.38220284673825056,0,High Value,1,113.79310344827586,Low
Kia,Soul,147.0,30.5,17900.0,9.792611856190192,-1.1305667177143963,0.5274744280654988,-1.3793292266650283,-0.06950259282186266,1,Standard Value,2,121.7687074829932,Low
Kia,Sportage,182.0,26.0,26150.0,10.171642709679686,-0.8644654549034619,-0.19400813046653653,-0.8049088171100772,0.053890468464894425,1,Standard Value,1,143.6813186813187,Mid
Lamborghini,Gallardo,560.0,20.0,225400.0,12.325636317135203,2.009428183454629,-1.155984875175917,2.459463670729198,0.6397436570564548,2,Overpriced / Low Value,0,402.5,High
Lamborghini,Huracan,610.0,20.5,237875.0,12.379504808478211,2.389572844613107,-1.0758201464501354,2.5411012487112656,0.5622328467188566,2,Overpriced / Low Value,0,389.9590163934426,High
Land Rover,Discovery Sport,240.0,26.0,41955.0,10.644376729081495,-0.42349764795962785,-0.19400813046653653,-0.08848146948025723,0.12204596612084195,1,Standard Value,1,174.8125,High
Land Rover,LR2,240.0,24.0,39100.0,10.573903321093981,-0.42349764795962785,-0.5146670453696633,-0.19528376144734863,0.07678025684982615,0,High Value,1,162.91666666666666,Mid
Land Rover,LR4,340.0,19.0,55300.0,10.920546270529568,0.33679167435732743,-1.3163143326274804,0.3300528520524945,-0.02296096781073942,0,High Value,1,162.64705882352942,Mid
Land Rover,Range Rover,510.0,19.0,105300.0,11.564578194753137,1.6292835222961515,-1.3163143326274804,1.3060817907869489,0.028072554373142822,2,Overpriced / Low Value,0,206.47058823529412,High
Land Rover,Range Rover Evoque,240.0,30.0,50475.0,10.829253254772802,-0.42349764795962785,0.44730969933971715,0.19169849114038973,0.256507094379149,1,Standard Value,1,210.3125,High
Land Rover,Range Rover Sport,510.0,19.0,79100.0,11.278480795900865,1.6292835222961515,-1.3163143326274804,0.8725018235933724,-0.2580248444791291,0,High Value,0,155.09803921568627,Mid
Lexus,CT 200h,134.0,40.0,31250.0,10.349806654652559,-1.2294043296156005,2.050604273855351,-0.5349017575341738,0.5033738848953799,1,Standard Value,2,233.2089552238806,High
Lexus,ES 300h,200.0,39.0,41020.0,10.621839409681249,-0.7276133768864099,1.890274816403788,-0.12263672655491424,0.2023064365886249,1,Standard Value,2,205.1,High
Lexus,ES 350,268.0,31.0,38500.0,10.55843949396453,-0.21061663771088035,0.6076391567912806,-0.21871915682798554,-0.18829609560862082,1,Standard Value,1,143.65671641791045,Mid
Lexus,GS 200t,241.0,31.0,49797.5,10.815740142077185,-0.41589475473645826,0.6076391567912806,0.17121939911525164,0.2243089842202668,1,Standard Value,1,206.6286307053942,High
Lexus,GS 350,311.0,27.0,50850.0,10.836655066966722,0.11630777088541042,-0.033678673014973105,0.20291592094257507,-0.0772958853271124,0,High Value,1,163.5048231511254,Mid
Lexus,GS 450h,338.0,34.0,61330.0,11.02404070372108,0.32158588791098836,1.0886275291459708,0.48689843375966774,-0.09989584871425983,1,Standard Value,1,181.44970414201183,High
Lexus,GS 460,342.0,24.0,54720.0,10.91000282698325,0.35199746080366656,-0.5146670453696633,0.31407428697200457,-0.1051014775302761,0,High Value,1,160.0,Mid
Lexus,GS F,467.0,24.0,84440.0,11.343808344620697,1.3023591136998607,-0.5146670453696633,0.9715055773653779,-0.1268961613188413,0,High Value,0,180.813704496788,High
Lexus,GX 460,301.0,20.0,56197.5,10.936645345134128,0.04027883865371489,-1.155984875175917,0.35445096355890543,0.15872016816858014,0,High Value,1,186.70265780730898,High
Lexus,HS 250h,187.0,34.0,37225.0,10.524762720858279,-0.8264509887876141,1.0886275291459708,-0.2697562310452641,0.266542732721593,1,Standard Value,2,199.06417112299465,High
Lexus,IS 200t,241.0,32.5,37575.0,10.53412082770683,-0.41589475473645826,0.8481333429686256,-0.25557404107546206,-0.07621610418746272,1,Standard Value,2,155.91286307053943,Mid
Lexus,IS 250,204.0,28.5,38080.0,10.547470749064702,-0.6972018039937318,0.206815513162372,-0.23534226515717907,0.23131657433596686,1,Standard Value,1,186.66666666666666,High
Lexus,IS 250 C,204.0,30.0,42860.0,10.665717600533268,-0.6972018039937318,0.44730969933971715,-0.05613942659184901,0.330657651767158,1,Standard Value,1,210.09803921568627,High
Lexus,IS 300,255.0,26.0,39950.0,10.595408982170255,-0.30945424961208456,-0.19400813046653653,-0.16269198025208584,-0.015586139677269628,0,High Value,1,156.66666666666666,Mid
Lexus,IS 350,306.0,27.0,41360.0,10.63009368683974,0.07829330476956266,-0.033678673014973105,-0.110127388008173,-0.2601531158913115,0,High Value,1,135.16339869281046,Low
Lexus,IS 350 C,306.0,27.0,47140.0,10.760898389671993,0.07829330476956266,-0.033678673014973105,0.08810684617323948,-0.12934841305905742,0,High Value,1,154.05228758169935,Mid
Lexus,IS F,416.0,23.0,61750.0,11.030865448691081,0.9146115593182135,-0.6749965028212268,0.49724131947644834,-0.2581042412623358,0,High Value,1,148.4375,Mid
